question_id,question,ground_truth,model_name,generated_answer,latency_seconds,context_length,score,reasoning
19,"Để miễn thi Giáo dục thể chất, sinh viên cần điều kiện gì?",Sinh viên có vấn đề về sức khỏe không thể tham gia học hoặc đã tích lũy học phần có cùng nội dung ở một trường đại học khác.,Llama 3.3 70B,"Để miễn thi Giáo dục thể chất, sinh viên cần có một trong các điều kiện sau:

- Đã có chứng chỉ cùng bậc đào tạo.
- Đã tốt nghiệp ở trường Đại học hoặc Cao đẳng khác và nộp bảng điểm kèm bản sao bằng tốt nghiệp về phòng Đào tạo.
- Có vấn đề về sức khỏe không thể tham gia học một hoặc một số học phần giáo dục thể chất, cần làm đơn xin miễn thi các học phần thực hành Giáo dục thể chất, kèm giấy bệnh viện, có xác nhận của trạm y tế trường sau đó nộp về phòng Đào tạo.",0.75,3811,5.0,"AI đáp đúng một trong hai điều kiện (vấn đề sức khỏe) nhưng thêm các điều kiện không có trong Ground Truth, gây thông tin không chính xác."
19,"Để miễn thi Giáo dục thể chất, sinh viên cần điều kiện gì?",Sinh viên có vấn đề về sức khỏe không thể tham gia học hoặc đã tích lũy học phần có cùng nội dung ở một trường đại học khác.,Groq Compound Mini,"**Điều kiện để được miễn thi Giáo dục thể chất (theo các văn bản tham khảo):**

1. **Có chứng chỉ cùng bậc đào tạo**  
   - Sinh viên đã có chứng chỉ Giáo dục thể chất ở mức đào tạo tương đương được phép miễn thi.  
   - Nếu chứng chỉ có bậc thấp hơn, phòng Đào tạo sẽ xem xét miễn thi các học phần tương ứng.

2. **Hoàn thành học phần tương đương tại trường khác**  
   - Sinh viên đã học và tích lũy nội dung giống với học phần Giáo dục thể chất ở một trường Đại học hoặc Cao đẳng khác.  
   - Cần nộp bảng điểm kèm bản sao bằng tốt nghiệp cho phòng Đào tạo (hoặc đăng ký online) để được xem xét miễn thi.

3. **Có vấn đề sức khỏe không thể tham gia học**  
   - Sinh viên có bệnh hoặc tình trạng sức khỏe ngăn không cho tham gia một hoặc một số học phần Giáo dục thể chất.  
   - Phải làm đơn xin miễn thi, kèm giấy chứng nhận bệnh viện và xác nhận của Trạm y tế trường, sau đó nộp về phòng Đào tạo (hoặc đăng ký online).  
   - Trường hợp chỉ muốn miễn phần thực hành, cũng được xem xét theo cùng quy trình.

**Quy trình:**  
- Nộp hồ sơ (chứng chỉ, bảng điểm + bằng tốt nghiệp, hoặc giấy bệnh viện + xác nhận y tế) cho phòng Đào tạo hoặc thực hiện đăng ký miễn thi qua hệ thống online theo hướng dẫn trong thông báo.",2.41,3811,6.0,"AI liệt kê đúng hai điều kiện chính của Ground Truth (vấn đề sức khỏe và học phần tương đương ở trường khác), nhưng thêm điều kiện không có trong Ground Truth (có chứng chỉ cùng bậc đào tạo), gây thông tin thừa và có thể sai, nên chỉ được điểm trung bình."
20,Chứng chỉ VSTEP bậc mấy thì được miễn thi ngoại ngữ đầu ra (không chuyên ngữ)?,VSTEP Bậc 3.,Llama 3.1 8B,Tôi không tìm thấy thông tin về chứng chỉ VSTEP bậc mấy được miễn thi ngoại ngữ đầu ra trong các văn bản tham khảo.,2.64,4762,1.0,"AI không đưa ra đáp án đúng (VSTEP Bậc 3) mà cho rằng không tìm thấy thông tin, nên sai hoàn toàn."
20,Chứng chỉ VSTEP bậc mấy thì được miễn thi ngoại ngữ đầu ra (không chuyên ngữ)?,VSTEP Bậc 3.,Llama 3.3 70B,Chứng chỉ VSTEP bậc 3 thì được miễn thi ngoại ngữ đầu ra (không chuyên ngữ).,0.73,4762,10.0,"Câu trả lời AI đúng hoàn toàn với Ground Truth, nêu rõ VSTEP bậc 3 được miễn thi ngoại ngữ đầu ra (không chuyên ngữ)."
20,Chứng chỉ VSTEP bậc mấy thì được miễn thi ngoại ngữ đầu ra (không chuyên ngữ)?,VSTEP Bậc 3.,Groq Compound Mini,"Theo tài liệu “3022_Thông báo nộp CCNN để miễn thi AV đầu vào, chuyển điểm‑miễn các học phần NN và miễn thi NN đầu ra đối với SV ĐHCQ khóa 2025” (Nguồn #3), chứng chỉ VSTEP ở **bậc 3** đáp ứng điều kiện để được miễn thi ngoại ngữ đầu ra (đối với sinh viên không chuyên ngữ).",7.25,4762,10.0,"AI trả lời đúng, nêu rõ VSTEP bậc 3 là mức được miễn thi ngoại ngữ đầu ra cho sinh viên không chuyên ngữ, trùng khớp với Ground Truth."
21,Mức học phí cho khối ngành Kiến trúc và quy hoạch khóa 2024 là bao nhiêu?,20.000.000 đồng/học kỳ.,Llama 3.1 8B,Tôi không tìm thấy thông tin về mức học phí cho khối ngành Kiến trúc và quy hoạch khóa 2024 trong các văn bản tham khảo.,2.67,4327,1.0,"AI không cung cấp mức học phí đúng (20.000.000 đồng/học kỳ) mà cho rằng không tìm thấy thông tin, nên trả lời sai hoàn toàn."
21,Mức học phí cho khối ngành Kiến trúc và quy hoạch khóa 2024 là bao nhiêu?,20.000.000 đồng/học kỳ.,Llama 3.3 70B,Tôi không tìm thấy thông tin này trong tài liệu.,0.62,4327,1.0,"AI không cung cấp đáp án, thông tin hoàn toàn thiếu và không đúng so với Ground Truth."
21,Mức học phí cho khối ngành Kiến trúc và quy hoạch khóa 2024 là bao nhiêu?,20.000.000 đồng/học kỳ.,Groq Compound Mini,Tôi không tìm thấy thông tin này trong tài liệu.,9.2,4327,1.0,"AI không cung cấp đáp án, trả lời không liên quan và sai so với mức học phí thực tế 20.000.000 đồng/học kỳ."
22,Học phí học lại cho hệ vừa làm vừa học là bao nhiêu?,910.000đ/tín chỉ.,Llama 3.1 8B,Tôi không tìm thấy thông tin về học phí học lại cho hệ vừa làm vừa học trong các văn bản tham khảo.,0.48,4052,1.0,"AI không cung cấp thông tin về học phí như Ground Truth (910.000đ/tín chỉ) mà chỉ nói không tìm thấy, nên trả lời hoàn toàn sai."
22,Học phí học lại cho hệ vừa làm vừa học là bao nhiêu?,910.000đ/tín chỉ.,Llama 3.3 70B,"Học phí học lại, học vượt đối với tất cả các khóa là 910.000đ/tín chỉ.",1.62,4052,10.0,"AI trả lời đúng giá trị học phí 910.000đ/tín chỉ, thông tin bổ sung không sai và không làm sai lệch nội dung."
22,Học phí học lại cho hệ vừa làm vừa học là bao nhiêu?,910.000đ/tín chỉ.,Groq Compound Mini,Học phí học lại cho hệ vừa làm vừa học là **910.000 đồng mỗi tín chỉ**.,7.61,4052,10.0,Câu trả lời AI truyền đạt đúng và đầy đủ thông tin như Ground Truth: 910.000 đồng mỗi tín chỉ.
23,Sinh viên chương trình Sư phạm Kỹ thuật đóng lệ phí làm bằng tốt nghiệp bao nhiêu?,180.000Đ (Một trăm tám mươi ngàn đồng).,Llama 3.1 8B,Tôi không tìm thấy thông tin về lệ phí làm bằng tốt nghiệp trong các văn bản tham khảo.,0.5,4265,1.0,"AI không đưa ra đáp án đúng (180.000Đ) mà cho rằng không tìm thấy thông tin, nên sai hoàn toàn."
23,Sinh viên chương trình Sư phạm Kỹ thuật đóng lệ phí làm bằng tốt nghiệp bao nhiêu?,180.000Đ (Một trăm tám mươi ngàn đồng).,Llama 3.3 70B,Tôi không tìm thấy thông tin này trong tài liệu.,2.83,4265,1.0,"AI không cung cấp đáp án, trả lời không liên quan và sai so với Ground Truth"
23,Sinh viên chương trình Sư phạm Kỹ thuật đóng lệ phí làm bằng tốt nghiệp bao nhiêu?,180.000Đ (Một trăm tám mươi ngàn đồng).,Groq Compound Mini,Tôi không tìm thấy thông tin này trong tài liệu.,6.57,4265,1.0,"AI không cung cấp đáp án, trả lời không liên quan và sai so với thông tin chuẩn 180.000Đ."
24,Sinh viên nộp chứng chỉ ngoại ngữ tại đâu?,"Đăng ký trên trang online của trường (https://online.hcmute.edu.vn), mục Chức năng trực tuyến/Đăng ký các mẫu đơn.",Llama 3.1 8B,"Sinh viên đăng ký và nộp chứng chỉ ngoại ngữ trên trang online, Mục “Chức năng trực tuyến/Đăng ký các mẫu đơn”.",0.58,4756,9.0,"Câu trả lời AI truyền đạt đúng địa điểm và mục cần truy cập giống như Ground Truth, chỉ thiếu URL chi tiết nhưng nội dung chính vẫn chính xác."
24,Sinh viên nộp chứng chỉ ngoại ngữ tại đâu?,"Đăng ký trên trang online của trường (https://online.hcmute.edu.vn), mục Chức năng trực tuyến/Đăng ký các mẫu đơn.",Llama 3.3 70B,"Sinh viên nộp chứng chỉ ngoại ngữ trên trang online, Mục “Chức năng trực tuyến/Đăng ký các mẫu đơn” và gửi kèm file Scan ảnh chứng chỉ/report không cần công chứng.",3.69,4756,9.0,"Câu trả lời AI đưa đúng địa chỉ và mục cần truy cập như Ground Truth, chỉ bổ sung thông tin phụ không sai, vì vậy đáp ứng đầy đủ nội dung chính."
24,Sinh viên nộp chứng chỉ ngoại ngữ tại đâu?,"Đăng ký trên trang online của trường (https://online.hcmute.edu.vn), mục Chức năng trực tuyến/Đăng ký các mẫu đơn.",Groq Compound Mini,"Sinh viên nộp chứng chỉ ngoại ngữ bằng cách **đăng ký trên trang online của trường**, mục “Chức năng trực tuyến/Đăng ký các mẫu đơn”, kèm theo file scan ảnh chứng chỉ (không cần công chứng).",9.53,4756,9.0,"Câu trả lời AI truyền đạt đúng cách nộp chứng chỉ như Ground Truth và thêm thông tin phụ không sai, nên đạt điểm cao."
25,Nếu sinh viên nộp chứng chỉ Aptis ESOL B1 thì được miễn học phần nào?,Được miễn học phần Kỹ năng giao tiếp tiếng Anh 2.,Llama 3.1 8B,"Theo văn bản, nếu sinh viên nộp chứng chỉ Aptis ESOL, VSTEP thì được miễn học phần Kỹ năng giao tiếp 1,2 theo quy định.",0.53,3871,5.0,"AI đáp đúng một phần (miễn học phần Kỹ năng giao tiếp 2) nhưng thêm thông tin sai lệch về việc miễn học phần Kỹ năng giao tiếp 1 và đề cập tới VSTEP, không khớp với Ground Truth."
25,Nếu sinh viên nộp chứng chỉ Aptis ESOL B1 thì được miễn học phần nào?,Được miễn học phần Kỹ năng giao tiếp tiếng Anh 2.,Llama 3.3 70B,"Sinh viên nộp chứng chỉ Aptis ESOL B1 được miễn học phần Kỹ năng giao tiếp 1,2.",1.7,3871,5.0,"AI đúng phần miễn học phần Kỹ năng giao tiếp 2 nhưng sai khi thêm học phần 1, thông tin không chính xác."
25,Nếu sinh viên nộp chứng chỉ Aptis ESOL B1 thì được miễn học phần nào?,Được miễn học phần Kỹ năng giao tiếp tiếng Anh 2.,Groq Compound Mini,"Theo các văn bản tham khảo, chứng chỉ Aptis ESOL (bao gồm B1) cho phép sinh viên **miễn học phần “Kỹ năng giao tiếp 1” và “Kỹ năng giao tiếp 2”**.",6.87,3871,4.0,"AI trả lời sai khi nói rằng chứng chỉ Aptis ESOL B1 cho phép miễn cả học phần Kỹ năng giao tiếp 1 và 2, trong khi Ground Truth chỉ cho phép miễn học phần Kỹ năng giao tiếp tiếng Anh 2."
26,Mã học phần của Kỹ năng giao tiếp tiếng Anh 2 là gì?,ENCS240026.,Llama 3.1 8B,Mã học phần của Kỹ năng giao tiếp tiếng Anh 2 là ENCS240026.,0.49,4228,10.0,"Câu trả lời đúng hoàn toàn, cung cấp mã học phần chính xác như Ground Truth."
26,Mã học phần của Kỹ năng giao tiếp tiếng Anh 2 là gì?,ENCS240026.,Llama 3.3 70B,Mã học phần của Kỹ năng giao tiếp tiếng Anh 2 là ENCS240026.,1.62,4228,10.0,"Câu trả lời của AI cung cấp đúng mã học phần ENCS240026, hoàn toàn khớp với Ground Truth."
26,Mã học phần của Kỹ năng giao tiếp tiếng Anh 2 là gì?,ENCS240026.,Groq Compound Mini,Mã học phần của **Kỹ năng giao tiếp tiếng Anh 2** là **ENCS240026**.,7.03,4228,10.0,"Câu trả lời đúng, trùng khớp với Ground Truth"
27,Sinh viên có được phép rút bớt học phần trong thời gian ưu tiên đăng ký không?,Trong thời gian ưu tiên SV không được phép đăng ký học các học phần cải thiện và các học phần ngoài chương trình đào tạo.,Llama 3.1 8B,"Có, sinh viên được phép rút bớt học phần trong thời gian điều chỉnh đăng ký học phần. Trong thời gian này, sinh viên có thể rút bớt học phần qua mạng và không phải đóng học phí cho các học phần này.",0.62,4383,2.0,"AI trả lời cho rằng sinh viên được phép rút bớt học phần trong thời gian ưu tiên, trong khi Ground Truth cho biết sinh viên không được phép đăng ký (và ngầm không được điều chỉnh) các học phần cải thiện và ngoài chương trình trong thời gian này, nên câu trả lời AI sai và không phù hợp."
27,Sinh viên có được phép rút bớt học phần trong thời gian ưu tiên đăng ký không?,Trong thời gian ưu tiên SV không được phép đăng ký học các học phần cải thiện và các học phần ngoài chương trình đào tạo.,Llama 3.3 70B,"Có, sinh viên được phép rút bớt học phần trong thời gian điều chỉnh đăng ký học phần và không phải đóng học phí cho các học phần này.",1.76,4383,2.0,"AI trả lời cho rằng sinh viên được phép rút bớt học phần, trong khi Ground Truth cho biết trong thời gian ưu tiên sinh viên không được phép đăng ký (và ngụ ý không được thay đổi) các học phần cải thiện và ngoài chương trình, nên câu trả lời của AI không đúng."
27,Sinh viên có được phép rút bớt học phần trong thời gian ưu tiên đăng ký không?,Trong thời gian ưu tiên SV không được phép đăng ký học các học phần cải thiện và các học phần ngoài chương trình đào tạo.,Groq Compound Mini,"Có. Theo quy định (Nguồn #1), sinh viên được phép rút bớt các học phần **trong thời gian điều chỉnh đăng ký học phần** (giai đoạn ưu tiên đăng ký). Trong thời gian này, sinh viên rút bớt qua mạng và **không phải đóng học phí** cho các học phần đã rút.",7.58,4383,2.0,"AI trả lời rằng sinh viên được phép rút bớt học phần trong thời gian ưu tiên, trong khi Ground Truth cho biết trong thời gian này sinh viên không được phép đăng ký một số học phần, ngụ ý không được thực hiện các thay đổi như rút bớt. Nội dung AI mâu thuẫn và không đúng với thông tin chuẩn."
28,Thời gian chỉnh sửa đăng ký học phần đợt 1 HKI 2025-2026?,Từ 09h00 ngày 19/8/2025 đến 07h30 ngày 25/8/2025.,Llama 3.1 8B,Thời gian chỉnh sửa đăng ký học phần đợt 1 HKI 2025-2026 là từ 09h00 ngày 19/8/2025 đến 07h30 ngày 25/8/2025.,0.53,5032,10.0,Câu trả lời AI truyền đạt đầy đủ và chính xác thông tin thời gian như Ground Truth.
28,Thời gian chỉnh sửa đăng ký học phần đợt 1 HKI 2025-2026?,Từ 09h00 ngày 19/8/2025 đến 07h30 ngày 25/8/2025.,Llama 3.3 70B,Thời gian chỉnh sửa đăng ký học phần đợt 1 HKI 2025-2026 là từ 09h00 ngày 19/8/2025 đến 07h30 ngày 25/8/2025.,3.79,5032,10.0,"Câu trả lời AI truyền đạt đúng và đầy đủ thông tin như Ground Truth, không sai lệch gì."
28,Thời gian chỉnh sửa đăng ký học phần đợt 1 HKI 2025-2026?,Từ 09h00 ngày 19/8/2025 đến 07h30 ngày 25/8/2025.,Groq Compound Mini,Thời gian chỉnh sửa đăng ký học phần **đợt 1** (HKI 2025‑2026) là từ **09:00 ngày 19/08/2025** đến **07:30 ngày 25/08/2025**. (Nguồn #3),9.98,5032,10.0,"Câu trả lời AI truyền đạt đúng thời gian và chi tiết như Ground Truth, không sai lệch."
29,Hệ CLC tiếng Việt khóa 2023 học phí bao nhiêu một tín chỉ?,1.237.000 đồng/tín chỉ (Khối ngành công nghệ kỹ thuật).,Llama 3.1 8B,Tôi không tìm thấy thông tin về học phí của hệ CLC tiếng Việt khóa 2023 trong các văn bản tham khảo.,0.58,4296,1.0,"AI không cung cấp thông tin học phí yêu cầu và cho rằng không tìm thấy, trong khi Ground Truth đã nêu rõ mức 1.237.000 đồng/tín chỉ."
29,Hệ CLC tiếng Việt khóa 2023 học phí bao nhiêu một tín chỉ?,1.237.000 đồng/tín chỉ (Khối ngành công nghệ kỹ thuật).,Llama 3.3 70B,Tôi không tìm thấy thông tin này trong tài liệu.,2.64,4296,1.0,"AI không cung cấp thông tin về học phí, trả lời không đúng và không liên quan tới Ground Truth."
29,Hệ CLC tiếng Việt khóa 2023 học phí bao nhiêu một tín chỉ?,1.237.000 đồng/tín chỉ (Khối ngành công nghệ kỹ thuật).,Groq Compound Mini,"Theo tài liệu **NGUỒN #4**, mức học phí cho “Học lại” (theo đơn vị tính là đồng / tín chỉ) của khóa 2023 là **1.600.000 đồng mỗi tín chỉ**.",9.44,4296,2.0,"AI đưa ra mức học phí 1.600.000 đồng/tín chỉ, khác với mức chuẩn 1.237.000 đồng/tín chỉ và còn nhầm loại học (học lại), nên thông tin không đúng."
30,Trường hợp nào sinh viên được tạm hoãn học môn GDQP&AN?,Vì lý do sức khỏe phải dừng học thời gian dài để điều trị hoặc sinh viên nữ đang mang thai/nghỉ thai sản.,Llama 3.1 8B,Tôi không tìm thấy thông tin về trường hợp sinh viên được tạm hoãn học môn Giáo dục Quốc phòng và An ninh trong các văn bản tham khảo.,0.52,4573,1.0,"AI không đưa ra bất kỳ thông tin nào về các trường hợp được tạm hoãn học như trong Ground Truth, mà chỉ nói không tìm thấy thông tin, nên hoàn toàn không đáp ứng yêu cầu."
30,Trường hợp nào sinh viên được tạm hoãn học môn GDQP&AN?,Vì lý do sức khỏe phải dừng học thời gian dài để điều trị hoặc sinh viên nữ đang mang thai/nghỉ thai sản.,Llama 3.3 70B,Tôi không tìm thấy thông tin này trong tài liệu.,1.91,4573,1.0,"AI không cung cấp bất kỳ thông tin nào liên quan, trả lời không đúng và không đáp ứng câu hỏi."
30,Trường hợp nào sinh viên được tạm hoãn học môn GDQP&AN?,Vì lý do sức khỏe phải dừng học thời gian dài để điều trị hoặc sinh viên nữ đang mang thai/nghỉ thai sản.,Groq Compound Mini,Tôi không tìm thấy thông tin này trong tài liệu.,6.79,4573,1.0,"AI không cung cấp câu trả lời, không đề cập đến lý do sức khỏe hoặc thai sản như trong Ground Truth"
31,Thời gian nộp hình làm bằng tốt nghiệp cho sinh viên Sư phạm Kỹ thuật?,Từ 03/10/2025 - 15/10/2025.,Llama 3.1 8B,Tôi không tìm thấy thông tin về thời gian nộp hình làm bằng tốt nghiệp cho sinh viên Sư phạm Kỹ thuật trong các văn bản tham khảo đã cung cấp.,0.56,4076,1.0,"AI không cung cấp thông tin thời gian nộp như trong Ground Truth mà chỉ nói không tìm thấy, nên trả lời hoàn toàn sai."
31,Thời gian nộp hình làm bằng tốt nghiệp cho sinh viên Sư phạm Kỹ thuật?,Từ 03/10/2025 - 15/10/2025.,Llama 3.3 70B,Tôi không tìm thấy thông tin này trong tài liệu.,2.6,4076,1.0,"AI không cung cấp thời gian nộp hình làm bằng tốt nghiệp, trái với đáp án chuẩn"
31,Thời gian nộp hình làm bằng tốt nghiệp cho sinh viên Sư phạm Kỹ thuật?,Từ 03/10/2025 - 15/10/2025.,Groq Compound Mini,Tôi không tìm thấy thông tin này trong tài liệu.,6.78,4076,1.0,"AI không cung cấp thời gian nộp hình làm bằng tốt nghiệp, trái với đáp án chuẩn"
32,Tài khoản ngân hàng để đóng lệ phí tốt nghiệp là gì?,Số tài khoản: 3141757777 tại ngân hàng BIDV - chi nhánh Đông Sài Gòn.,Llama 3.1 8B,"Tài khoản ngân hàng để đóng lệ phí tốt nghiệp là:

- Tên tài khoản: Trường Đại học Sư phạm Kỹ thuật TP.HCM
- Số tài khoản: 3141757777 tại ngân hàng BIDV - chi nhánh Đông Sài Gòn",0.5,3702,9.0,"Câu trả lời AI cung cấp đúng số tài khoản và ngân hàng như Ground Truth, chỉ bổ sung thêm tên tài khoản không sai, nên đáp án gần đúng hoàn toàn."
32,Tài khoản ngân hàng để đóng lệ phí tốt nghiệp là gì?,Số tài khoản: 3141757777 tại ngân hàng BIDV - chi nhánh Đông Sài Gòn.,Llama 3.3 70B,"Tôi không tìm thấy thông tin này trong tài liệu. Tuy nhiên, tài khoản ngân hàng để đóng lệ phí làm bằng tốt nghiệp được cung cấp trong nguồn #2 là: 
- Tên tài khoản: Trường Đại học Sư phạm Kỹ thuật TP.HCM
- Số tài khoản: 3141757777 tại ngân hàng BIDV - chi nhánh Đông Sài Gòn.",0.64,3702,10.0,"Câu trả lời AI cung cấp đúng số tài khoản và ngân hàng như Ground Truth, thêm thông tin phụ không sai, nên đạt điểm tối đa."
32,Tài khoản ngân hàng để đóng lệ phí tốt nghiệp là gì?,Số tài khoản: 3141757777 tại ngân hàng BIDV - chi nhánh Đông Sài Gòn.,Groq Compound Mini,"Tài khoản ngân hàng để đóng lệ phí tốt nghiệp:

- **Tên tài khoản:** Trường Đại học Sư phạm Kỹ thuật TP.HCM  
- **Số tài khoản:** 3141757777  
- **Ngân hàng:** BIDV – chi nhánh Đông Sài Gòn.",7.23,3702,10.0,"Câu trả lời AI cung cấp đúng số tài khoản 3141757777 và ngân hàng BIDV chi nhánh Đông Sài Gòn, đồng thời bổ sung thông tin tên tài khoản mà không sai lệch, nên đáp ứng đầy đủ nội dung chuẩn."
33,Sinh viên có thể đăng ký môn học tại đâu ngoài phòng máy trường?,Tại tất cả các máy tính có nối mạng Internet trong hoặc ngoài trường.,Llama 3.1 8B,Sinh viên có thể đăng ký môn học tại tất cả các máy tính có nối mạng Internet trong hoặc ngoài trường.,0.46,3655,10.0,"Câu trả lời AI truyền đạt đúng và đầy đủ nội dung của Ground Truth, chỉ thay đổi cách diễn đạt mà không làm sai lệch thông tin."
33,Sinh viên có thể đăng ký môn học tại đâu ngoài phòng máy trường?,Tại tất cả các máy tính có nối mạng Internet trong hoặc ngoài trường.,Llama 3.3 70B,Sinh viên có thể đăng ký tại tất cả các máy tính có nối mạng Internet ngoài trường.,1.74,3655,5.0,"AI chỉ đề cập đến máy tính có internet ngoài trường, bỏ qua máy tính trong trường, vì vậy thiếu một chi tiết quan trọng so với đáp án chuẩn."
33,Sinh viên có thể đăng ký môn học tại đâu ngoài phòng máy trường?,Tại tất cả các máy tính có nối mạng Internet trong hoặc ngoài trường.,Groq Compound Mini,"Sinh viên có thể đăng ký môn học tại **mọi máy tính có kết nối Internet**, bất kể ở trong hay ngoài trường. (Nguồn: NGUỒN #4)",7.07,3655,10.0,"Câu trả lời AI truyền đạt đúng ý nghĩa và thông tin chính như Ground Truth, chỉ diễn đạt lại cùng nội dung về việc đăng ký môn học trên mọi máy tính có kết nối Internet trong và ngoài trường."
34,Nếu quên mật khẩu email sinh viên thì liên hệ ai?,Thầy Nguyễn Hà (Trung tâm Thông tin Máy tính).,Llama 3.1 8B,"Nếu quên mật khẩu email sinh viên, bạn nên liên hệ với Thầy Nguyễn Hà (ĐT: 0913.889.739, Email: haspkt@hcmute.edu.vn - Trung tâm Thông tin Máy tính để được hỗ trợ).",0.51,3803,10.0,"Câu trả lời AI cung cấp đúng người liên hệ và trung tâm, đồng thời bổ sung thông tin liên lạc chi tiết mà không sai lệch."
34,Nếu quên mật khẩu email sinh viên thì liên hệ ai?,Thầy Nguyễn Hà (Trung tâm Thông tin Máy tính).,Llama 3.3 70B,"Nếu quên mật khẩu email sinh viên, bạn có thể liên hệ với Thầy Nguyễn Hà (ĐT: 0913.889.739, Email: haspkt@hcmute.edu.vn) tại Trung tâm Thông tin Máy tính để được hỗ trợ.",1.76,3803,10.0,"Câu trả lời AI cung cấp đúng người và địa điểm như Ground Truth, đồng thời bổ sung thông tin liên hệ chính xác, không sai lệch."
34,Nếu quên mật khẩu email sinh viên thì liên hệ ai?,Thầy Nguyễn Hà (Trung tâm Thông tin Máy tính).,Groq Compound Mini,"Nếu quên mật khẩu email sinh viên, sinh viên nên liên hệ **Thầy Nguyễn Hà** (Trung tâm Thông tin Máy tính) – Điện thoại: **0913 889 739**, Email: **haspkt@hcmute.edu.vn**.",7.09,3803,10.0,"Câu trả lời AI cung cấp đúng người và đơn vị như Ground Truth, đồng thời bổ sung thông tin liên hệ mà không sai lệch."
35,Hạn chót nộp đơn xin thay thế môn học đợt 2 là ngày nào?,Hết ngày 01/11/2025.,Llama 3.1 8B,Tôi không tìm thấy thông tin về hạn chót nộp đơn xin thay thế môn học đợt 2 trong các văn bản tham khảo.,0.59,5072,1.0,"AI không cung cấp ngày hết hạn đúng (01/11/2025) mà cho rằng không tìm thấy thông tin, nên trả lời sai hoàn toàn."
35,Hạn chót nộp đơn xin thay thế môn học đợt 2 là ngày nào?,Hết ngày 01/11/2025.,Llama 3.3 70B,Hạn chót nộp đơn xin thay thế môn học đợt 2 là ngày 01/11/2025.,4.92,5072,10.0,Câu trả lời AI truyền đạt đúng ngày hết hạn như Ground Truth và không thiếu chi tiết nào.
35,Hạn chót nộp đơn xin thay thế môn học đợt 2 là ngày nào?,Hết ngày 01/11/2025.,Groq Compound Mini,Hạn chót nộp đơn xin thay thế môn học đợt 2 là ngày **01/11/2025**. (theo các mốc thời gian đăng ký trong nguồn #1 và #2),10.14,5072,10.0,"Câu trả lời AI cung cấp đúng ngày 01/11/2025 như Ground Truth, không thiếu chi tiết và thông tin chính xác."
36,Điểm tổng kết học phần Kỹ năng giao tiếp tiếng Anh có tính vào điểm trung bình tích lũy không?,Không tính vào điểm trung bình học kỳ cũng như điểm trung bình tích lũy.,Llama 3.1 8B,"Không, điểm tổng kết học phần Kỹ năng giao tiếp tiếng Anh sẽ hiển thị trên bảng điểm sinh viên nhưng không tính vào điểm trung bình học kỳ cũng như điểm trung bình tích lũy của sinh viên.",0.49,3839,10.0,"AI trả lời đúng nội dung chính: không tính vào điểm trung bình học kỳ và tích lũy, chỉ bổ sung thông tin phụ không sai."
36,Điểm tổng kết học phần Kỹ năng giao tiếp tiếng Anh có tính vào điểm trung bình tích lũy không?,Không tính vào điểm trung bình học kỳ cũng như điểm trung bình tích lũy.,Llama 3.3 70B,"Không, điểm tổng kết học phần Kỹ năng giao tiếp tiếng Anh không tính vào điểm trung bình học kỳ cũng như điểm trung bình tích lũy của sinh viên.",0.53,3839,10.0,"Câu trả lời AI truyền đạt đúng và đầy đủ nội dung của Ground Truth, chỉ diễn đạt khác một chút nhưng không làm sai lệch thông tin."
36,Điểm tổng kết học phần Kỹ năng giao tiếp tiếng Anh có tính vào điểm trung bình tích lũy không?,Không tính vào điểm trung bình học kỳ cũng như điểm trung bình tích lũy.,Groq Compound Mini,Không. Điểm tổng kết của các học phần Kỹ năng giao tiếp tiếng Anh được hiển thị trên bảng điểm nhưng **không tính vào điểm trung bình học kỳ cũng như điểm trung bình tích lũy** của sinh viên. (theo NGUỒN #1),1.36,3839,10.0,"Câu trả lời AI truyền đạt đúng nội dung chính của Ground Truth: không tính vào điểm trung bình học kỳ và điểm trung bình tích lũy, không có thông tin sai hoặc thiếu sót."
37,Sĩ số lớp học phần Kỹ năng giao tiếp tiếng Anh là bao nhiêu?,Khoảng từ 20 đến 30 sinh viên.,Llama 3.1 8B,Sĩ số lớp học phần Kỹ năng giao tiếp tiếng Anh khoảng từ 20 đến 30 sinh viên.,0.49,3866,10.0,"Câu trả lời AI truyền đạt đúng và đầy đủ thông tin như Ground Truth, không sai lệch."
37,Sĩ số lớp học phần Kỹ năng giao tiếp tiếng Anh là bao nhiêu?,Khoảng từ 20 đến 30 sinh viên.,Llama 3.3 70B,Sĩ số lớp học phần Kỹ năng giao tiếp tiếng Anh khoảng từ 20 đến 30 sinh viên.,0.5,3866,10.0,"Câu trả lời AI truyền đạt đúng và đầy đủ thông tin như Ground Truth, không sai lệch."
37,Sĩ số lớp học phần Kỹ năng giao tiếp tiếng Anh là bao nhiêu?,Khoảng từ 20 đến 30 sinh viên.,Groq Compound Mini,Sĩ số của mỗi lớp học phần Kỹ năng giao tiếp tiếng Anh khoảng **20 – 30 sinh viên**. (theo NGUỒN #1),1.04,3866,10.0,"Câu trả lời AI truyền đạt đúng khoảng sĩ số 20-30 sinh viên như Ground Truth, không sai lệch."
