question_id,question,ground_truth,model_name,generated_answer,latency_seconds,context_length,score,reasoning
17,Học phần thay thế được đăng ký trong trường hợp nào?,"Khi môn học trong chương trình đào tạo không còn mở lớp hoặc đã đăng ký môn học cùng tên, số tín chỉ nhưng khác mã và có nội dung tương đương.",Groq Compound Mini,"**Học phần thay thế được đăng ký khi:**

1. **Môn học gốc không còn mở lớp** (không còn tổ chức giảng dạy) và  
   – **Môn học thay thế đã được Khoa/ Bộ môn tư vấn và đồng ý**; hoặc  
   – **Sinh viên đã đăng ký một môn có cùng tên, cùng số tín chỉ nhưng mã môn khác và nội dung tương đương, được Khoa đồng ý**.  

2. **Sinh viên phải nộp đơn xin thay thế học phần** (theo mẫu có trên website Phòng Đào tạo), gửi đến Bộ môn và Đơn vị đào tạo quản học phần; Phòng Đào tạo sẽ xem xét và phê duyệt.  

3. **Đơn phải được nộp trong thời gian đăng ký học phần** (theo lịch đăng ký học kỳ).  

(Tham khảo: NGUỒN #1, #2, #3, #4, #5)",7.91,4243,9,"Câu trả lời AI nêu đúng hai trường hợp chính của Ground Truth (môn không mở lớp hoặc môn cùng tên, tín chỉ, mã khác nhưng nội dung tương đương) và bổ sung chi tiết thủ tục nhưng không sai lệch nội dung cốt lõi."
18,Thời gian nhận đơn xin thay thế môn học đợt 1 của HKI 2025-2026?,Từ ngày 11/08/2025 đến hết ngày 23/08/2025.,Llama 3.1 8B,Tôi không tìm thấy thông tin cụ thể về thời gian nhận đơn xin thay thế môn học đợt 1 của HKI 2025-2026 trong các văn bản tham khảo.,0.71,5028,1,"AI không cung cấp thông tin đúng; trả lời rằng không tìm thấy thời gian, trong khi đáp án chuẩn là 11/08/2025 đến 23/08/2025."
18,Thời gian nhận đơn xin thay thế môn học đợt 1 của HKI 2025-2026?,Từ ngày 11/08/2025 đến hết ngày 23/08/2025.,Llama 3.3 70B,Thời gian nhận đơn xin thay thế môn học đợt 1 của HKI 2025-2026 là từ ngày 11/08/2025 đến hết ngày 23/08/2025.,4.76,5028,10,"Câu trả lời AI truyền đạt đúng và đầy đủ thông tin như Ground Truth, không sai lệch."
18,Thời gian nhận đơn xin thay thế môn học đợt 1 của HKI 2025-2026?,Từ ngày 11/08/2025 đến hết ngày 23/08/2025.,Groq Compound Mini,Thời gian nhận đơn xin thay thế môn học đợt 1 của học kỳ I 2025‑2026 là **từ ngày 11/08/2025 đến hết ngày 23/08/2025**.,10.88,5028,10,"Câu trả lời của AI truyền đạt đúng và đầy đủ thông tin như Ground Truth, không sai lệch."
19,"Để miễn thi Giáo dục thể chất, sinh viên cần điều kiện gì?",Sinh viên có vấn đề về sức khỏe không thể tham gia học hoặc đã tích lũy học phần có cùng nội dung ở một trường đại học khác.,Llama 3.1 8B,"Để miễn thi Giáo dục thể chất, sinh viên cần đáp ứng một trong các điều kiện sau:

- Đã có chứng chỉ cùng bậc đào tạo: được phép miễn thi. Nếu chứng chỉ có bậc đào tạo thấp hơn thì phòng Đào tạo sẽ xem xét miễn thi các học phần tương ứng.
- Không có chứng chỉ: sinh viên phải tốt nghiệp ở trường Đại học hoặc Cao đẳng khác. Sinh viên nộp bảng điểm kèm bản sao bằng tốt nghiệp về phòng Đào tạo để được xem xét miễn thi.
- Có vấn đề về sức khỏe: được xem xét miễn thi phần thực hành. Sinh viên làm đơn xin miễn thi các học phần thực hành Giáo dục thể chất, kèm giấy bệnh viện, có xác nhận của trạm y tế trường sau đó nộp về phòng Đào tạo.

Hoặc, sinh viên có vấn đề về sức khỏe không thể tham gia học một hoặc một số học phần giáo dục thể chất hoặc đã tích lũy học phần có cùng nội dung ở một trường đại học khác được xem xét miễn thi học phần giáo dục thể chất đó.",0.8,4925,6,"AI nêu đúng hai điều kiện trong Ground Truth (vấn đề sức khỏe và học phần đã tích lũy ở trường khác) nhưng bổ sung nhiều thông tin không có trong đáp án chuẩn, gây nhầm lẫn và không hoàn toàn chính xác."
19,"Để miễn thi Giáo dục thể chất, sinh viên cần điều kiện gì?",Sinh viên có vấn đề về sức khỏe không thể tham gia học hoặc đã tích lũy học phần có cùng nội dung ở một trường đại học khác.,Llama 3.3 70B,"Để miễn thi Giáo dục thể chất, sinh viên cần có một trong các điều kiện sau:

- Sinh viên đã có chứng chỉ cùng bậc đào tạo.
- Sinh viên đã tốt nghiệp ở trường Đại học hoặc Cao đẳng khác và nộp bảng điểm kèm bản sao bằng tốt nghiệp về phòng Đào tạo.
- Sinh viên có vấn đề về sức khỏe, làm đơn xin miễn thi các học phần thực hành Giáo dục thể chất, kèm giấy bệnh viện, có xác nhận của trạm y tế trường và nộp về phòng Đào tạo.
- Sinh viên đã tích lũy học phần có cùng nội dung ở một trường đại học khác.",3.08,4925,6,"AI liệt kê đúng hai điều kiện trong Ground Truth (vấn đề sức khỏe và tích lũy học phần tương đương), nhưng thêm các điều kiện không có trong đáp án chuẩn, gây thông tin thừa và không chính xác."
19,"Để miễn thi Giáo dục thể chất, sinh viên cần điều kiện gì?",Sinh viên có vấn đề về sức khỏe không thể tham gia học hoặc đã tích lũy học phần có cùng nội dung ở một trường đại học khác.,Groq Compound Mini,"**Điều kiện để được miễn thi môn Giáo dục thể chất (GDTC):**

1. **Có chứng chỉ GDTC cùng bậc đào tạo** – sinh viên đã có chứng chỉ GDTC tương đương với chương trình đang học sẽ được miễn thi.  
2. **Đã học và hoàn thành GDTC ở trường khác** – sinh viên tốt nghiệp hoặc đang học tại trường Đại học/Cao đẳng khác, nộp bảng điểm và bản sao bằng tốt nghiệp để phòng Đào tạo xem xét miễn thi.  
3. **Có vấn đề sức khỏe** – sinh viên không thể tham gia một hoặc một số học phần GDTC do bệnh lý, phải làm đơn xin miễn thi kèm giấy chứng nhận bệnh viện và xác nhận của trạm y tế trường (đối với phần thực hành).  

(Thông tin dựa trên NGUỒN #1, NGUỒN #2 và NGUỒN #3.)",2.22,4925,6,"AI nêu đúng hai điều kiện chính của Ground Truth (vấn đề sức khỏe và đã học phần tương đương ở trường khác), nhưng thêm một điều kiện không có trong đáp án chuẩn, gây thông tin thừa và không chính xác hoàn toàn."
20,Chứng chỉ VSTEP bậc mấy thì được miễn thi ngoại ngữ đầu ra (không chuyên ngữ)?,VSTEP Bậc 3.,Llama 3.1 8B,Tôi không tìm thấy thông tin về chứng chỉ VSTEP bậc mấy được miễn thi ngoại ngữ đầu ra trong các văn bản tham khảo.,0.65,4754,1,"AI không đưa ra đáp án đúng (VSTEP Bậc 3) mà chỉ nói không tìm thấy thông tin, nên sai hoàn toàn."
20,Chứng chỉ VSTEP bậc mấy thì được miễn thi ngoại ngữ đầu ra (không chuyên ngữ)?,VSTEP Bậc 3.,Llama 3.3 70B,Tôi không tìm thấy thông tin này trong tài liệu.,0.58,4754,1,"AI không đưa ra đáp án đúng; trả lời rằng không tìm thấy thông tin, trong khi đáp án chuẩn là VSTEP Bậc 3."
20,Chứng chỉ VSTEP bậc mấy thì được miễn thi ngoại ngữ đầu ra (không chuyên ngữ)?,VSTEP Bậc 3.,Groq Compound Mini,"Theo bảng quy định (Nguồn #3 và Nguồn #4), chứng chỉ VSTEP ở các cấp:

- **A2** → được miễn thi học phần “Kỹ năng giao tiếp tiếng Anh 1”.
- **B1** → được miễn thi học phần “Kỹ năng giao tiếp tiếng Anh 2”.

Vì vậy, các cấp **A2 và B1** của chứng chỉ VSTEP đủ điều kiện để được miễn thi ngoại ngữ đầu ra (đối với sinh viên không chuyên ngữ).",2.81,4754,2,"AI trả lời sai cấp độ; Ground Truth là Bậc 3, trong khi AI nêu A2 và B1, không khớp và thiếu thông tin chính."
21,Mức học phí cho khối ngành Kiến trúc và quy hoạch khóa 2024 là bao nhiêu?,20.000.000 đồng/học kỳ.,Llama 3.1 8B,Tôi không tìm thấy thông tin về mức học phí cho khối ngành Kiến trúc và quy hoạch khóa 2024 trong các văn bản tham khảo.,0.64,4116,1,"AI không cung cấp mức học phí đúng (20.000.000 đồng/học kỳ) mà cho rằng không tìm thấy thông tin, nên trả lời sai hoàn toàn."
21,Mức học phí cho khối ngành Kiến trúc và quy hoạch khóa 2024 là bao nhiêu?,20.000.000 đồng/học kỳ.,Llama 3.3 70B,Mức học phí cho khối ngành Kiến trúc và quy hoạch khóa 2024 là 20.000.000 đồng/học kỳ và 1.161.000 đồng/tín chỉ.,0.64,4116,9,"Câu trả lời AI đưa ra mức học phí đúng như Ground Truth (20.000.000 đồng/học kỳ) và thêm thông tin phụ không sai, nên đáp ứng đầy đủ nội dung chính."
21,Mức học phí cho khối ngành Kiến trúc và quy hoạch khóa 2024 là bao nhiêu?,20.000.000 đồng/học kỳ.,Groq Compound Mini,"Theo tài liệu (Nguồn #4), mức học phí cho khối ngành **Kiến trúc và quy hoạch** ở **khóa 2024** là:

- **20.000.000 đồng** cho mỗi học kỳ  
- **1.161.000 đồng** cho mỗi tín chỉ.",1.64,4116,9,"Câu trả lời AI đưa ra mức học phí 20.000.000 đồng/học kỳ đúng như Ground Truth, thêm thông tin phụ về phí tín chỉ không sai và không làm sai lệch nội dung chính."
22,Học phí học lại cho hệ vừa làm vừa học là bao nhiêu?,910.000đ/tín chỉ.,Llama 3.1 8B,Tôi không tìm thấy thông tin về học phí học lại cho hệ vừa làm vừa học trong các văn bản tham khảo.,0.6,4390,1,"AI không cung cấp thông tin về học phí, trái với đáp án chuẩn 910.000đ/tín chỉ."
22,Học phí học lại cho hệ vừa làm vừa học là bao nhiêu?,910.000đ/tín chỉ.,Llama 3.3 70B,"Học phí học lại, học vượt đối với tất cả các khóa là 910.000đ/tín chỉ.",0.63,4390,10,Câu trả lời AI cung cấp đúng con số 910.000đ/tín chỉ như Ground Truth và không sai lệch thông tin.
22,Học phí học lại cho hệ vừa làm vừa học là bao nhiêu?,910.000đ/tín chỉ.,Groq Compound Mini,"Học phí học lại cho hệ vừa làm vừa học là **910.000 đồng mỗi tín chỉ** (theo quy định “Học phí học lại, học vượt đối với tất cả các khóa: 910.000 đ/tín chỉ”).",1.69,4390,10,"Câu trả lời AI cung cấp đúng số tiền 910.000 đồng mỗi tín chỉ, trùng khớp với Ground Truth."
23,Sinh viên chương trình Sư phạm Kỹ thuật đóng lệ phí làm bằng tốt nghiệp bao nhiêu?,180.000Đ (Một trăm tám mươi ngàn đồng).,Llama 3.1 8B,Sinh viên chương trình Sư phạm Kỹ thuật đóng lệ phí làm bằng tốt nghiệp là 180.000Đ (Một trăm tám mươi ngàn đồng).,0.62,4120,10,"Câu trả lời AI truyền đạt đúng và đầy đủ thông tin như Ground Truth, không sai lệch."
23,Sinh viên chương trình Sư phạm Kỹ thuật đóng lệ phí làm bằng tốt nghiệp bao nhiêu?,180.000Đ (Một trăm tám mươi ngàn đồng).,Llama 3.3 70B,Sinh viên học chương trình Sư phạm kỹ thuật (có chứng chỉ sư phạm) đóng lệ phí làm bằng tốt nghiệp là 180.000Đ (Một trăm tám mươi ngàn đồng).,0.64,4120,10,"Câu trả lời AI cung cấp đúng số tiền lệ phí làm bằng tốt nghiệp (180.000Đ) và diễn đạt tương đương với Ground Truth, không có sai sót."
23,Sinh viên chương trình Sư phạm Kỹ thuật đóng lệ phí làm bằng tốt nghiệp bao nhiêu?,180.000Đ (Một trăm tám mươi ngàn đồng).,Groq Compound Mini,Sinh viên chương trình Sư phạm Kỹ thuật phải đóng lệ phí làm bằng tốt nghiệp là **180.000 đồng**.,1.28,4120,10,"Câu trả lời AI cung cấp đúng số tiền 180.000 đồng, trùng khớp với Ground Truth và không có thông tin sai lệch."
24,Sinh viên nộp chứng chỉ ngoại ngữ tại đâu?,"Đăng ký trên trang online của trường (https://online.hcmute.edu.vn), mục Chức năng trực tuyến/Đăng ký các mẫu đơn.",Llama 3.1 8B,"Câu hỏi: Sinh viên nộp chứng chỉ ngoại ngữ tại đâu?

Câu trả lời: 
Sinh viên đăng ký và nộp chứng chỉ ngoại ngữ trên trang online của trường tại địa chỉ: https://online.hcmute.edu.vn, Mục “Chức năng trực tuyến/Đăng ký các mẫu đơn”.",0.74,4584,10,"Câu trả lời AI truyền đạt đúng và đầy đủ thông tin như Ground Truth, không thiếu chi tiết nào."
24,Sinh viên nộp chứng chỉ ngoại ngữ tại đâu?,"Đăng ký trên trang online của trường (https://online.hcmute.edu.vn), mục Chức năng trực tuyến/Đăng ký các mẫu đơn.",Llama 3.3 70B,"Sinh viên nộp chứng chỉ ngoại ngữ trên trang online của trường, tại Mục “Chức năng trực tuyến/Đăng ký các mẫu đơn”.",0.59,4584,9,"Câu trả lời AI truyền đạt đúng địa điểm nộp chứng chỉ ngoại ngữ (trang online của trường, mục Chức năng trực tuyến/Đăng ký các mẫu đơn) giống như Ground Truth, chỉ thiếu URL chi tiết nhưng không ảnh hưởng tới nội dung chính."
24,Sinh viên nộp chứng chỉ ngoại ngữ tại đâu?,"Đăng ký trên trang online của trường (https://online.hcmute.edu.vn), mục Chức năng trực tuyến/Đăng ký các mẫu đơn.",Groq Compound Mini,"Sinh viên nộp chứng chỉ ngoại ngữ **qua hệ thống trực tuyến của trường**:

- Truy cập trang online của Trường (https://online.hcmute.edu.vn).  
- Vào mục **“Chức năng trực tuyến / Đăng ký các mẫu đơn”**, chọn loại đăng ký “chuyển điểm ngoại ngữ và miễn thi ngoại ngữ” (hoặc “Miễn thi ngoại ngữ”).  
- Tải lên file scan (ảnh) của chứng chỉ/report – không cần công chứng.  

(Thông tin này được nêu trong các nguồn #1, #2, #3 và #5.)",2.72,4584,9,"Câu trả lời AI truyền đạt đúng địa chỉ và mục cần truy cập giống như Ground Truth, đồng thời bổ sung chi tiết không sai, nên đáp ứng đầy đủ yêu cầu."
25,Nếu sinh viên nộp chứng chỉ Aptis ESOL B1 thì được miễn học phần nào?,Được miễn học phần Kỹ năng giao tiếp tiếng Anh 2.,Llama 3.1 8B,"Theo văn bản tham khảo, nếu sinh viên nộp chứng chỉ Aptis ESOL B1 thì được miễn học phần Kỹ năng giao tiếp tiếng Anh 2.",0.72,4746,10,"Câu trả lời AI truyền đạt đúng và đầy đủ thông tin như Ground Truth, chỉ thêm lời mở đầu không ảnh hưởng tới nội dung."
25,Nếu sinh viên nộp chứng chỉ Aptis ESOL B1 thì được miễn học phần nào?,Được miễn học phần Kỹ năng giao tiếp tiếng Anh 2.,Llama 3.3 70B,Sinh viên nộp chứng chỉ Aptis ESOL B1 thì được miễn học phần Kỹ năng giao tiếp tiếng Anh 2.,3.8,4746,10,"Câu trả lời AI truyền đạt đúng và đầy đủ thông tin như Ground Truth, chỉ thêm lời mở đầu nhưng không làm sai lệch nội dung."
25,Nếu sinh viên nộp chứng chỉ Aptis ESOL B1 thì được miễn học phần nào?,Được miễn học phần Kỹ năng giao tiếp tiếng Anh 2.,Groq Compound Mini,"Sinh viên nộp chứng chỉ **Aptis ESOL B1** sẽ được **miễn học phần “Kỹ năng giao tiếp tiếng Anh 2”**. (Xem bảng mức điểm trong NGUỒN #1 và NGUỒN #4, hàng B1 → “Được MIỄN THI Kỹ năng giao tiếp tiếng Anh 2”.)",9.74,4746,10,"Câu trả lời AI truyền đạt đúng và đầy đủ thông tin như Ground Truth, không sai lệch."
26,Mã học phần của Kỹ năng giao tiếp tiếng Anh 2 là gì?,ENCS240026.,Llama 3.1 8B,"Câu trả lời:
Mã học phần của Kỹ năng giao tiếp tiếng Anh 2 là ENCS240026.",0.66,2916,10,"Câu trả lời đúng, trùng khớp với Ground Truth"
26,Mã học phần của Kỹ năng giao tiếp tiếng Anh 2 là gì?,ENCS240026.,Llama 3.3 70B,Mã học phần của Kỹ năng giao tiếp tiếng Anh 2 là ENCS240026.,0.55,2916,10,"Câu trả lời của AI cung cấp đúng mã học phần ENCS240026, trùng khớp hoàn toàn với Ground Truth."
26,Mã học phần của Kỹ năng giao tiếp tiếng Anh 2 là gì?,ENCS240026.,Groq Compound Mini,ENCS240026,4.53,2916,10,"Câu trả lời của AI trùng khớp hoàn toàn với đáp án chuẩn, đúng và đầy đủ."
27,Sinh viên có được phép rút bớt học phần trong thời gian ưu tiên đăng ký không?,Trong thời gian ưu tiên SV không được phép đăng ký học các học phần cải thiện và các học phần ngoài chương trình đào tạo.,Llama 3.1 8B,"Có, sinh viên được phép rút bớt học phần trong thời gian điều chỉnh đăng ký học phần. Trong thời gian này, sinh viên có thể rút bớt học phần qua mạng và không phải đóng học phí cho các học phần này.",0.66,4622,2,"AI trả lời rằng sinh viên được phép rút bớt học phần, trong khi Ground Truth cho biết trong thời gian ưu tiên sinh viên không được phép đăng ký các học phần cải thiện và ngoài chương trình, nên câu trả lời của AI sai và trái ngược với nội dung chuẩn."
27,Sinh viên có được phép rút bớt học phần trong thời gian ưu tiên đăng ký không?,Trong thời gian ưu tiên SV không được phép đăng ký học các học phần cải thiện và các học phần ngoài chương trình đào tạo.,Llama 3.3 70B,"Có, sinh viên được phép rút bớt học phần trong thời gian điều chỉnh đăng ký học phần và không phải đóng học phí cho các học phần này.",2.79,4622,2,"AI trả lời cho rằng sinh viên được phép rút bớt học phần, trong khi Ground Truth cho biết trong thời gian ưu tiên sinh viên không được đăng ký một số học phần, không hỗ trợ việc rút bớt; nội dung AI mâu thuẫn và không đúng với thông tin chuẩn."
27,Sinh viên có được phép rút bớt học phần trong thời gian ưu tiên đăng ký không?,Trong thời gian ưu tiên SV không được phép đăng ký học các học phần cải thiện và các học phần ngoài chương trình đào tạo.,Groq Compound Mini,"Có. Trong thời gian **điều chỉnh đăng ký học phần** (thời gian ưu tiên đăng ký), sinh viên được phép rút bớt các học phần đã đăng ký qua mạng và **không phải đóng học phí** cho những học phần đã rút. (Xem NGUỒN #1, NGUỒN #3).",7.41,4622,2,"AI trả lời cho rằng sinh viên có thể rút bớt học phần trong thời gian ưu tiên, trong khi Ground Truth cho biết trong thời gian này sinh viên không được phép đăng ký các học phần cải thiện và ngoài chương trình, không hỗ trợ việc rút bớt và AI còn đưa thông tin trái ngược."
28,Thời gian chỉnh sửa đăng ký học phần đợt 1 HKI 2025-2026?,Từ 09h00 ngày 19/8/2025 đến 07h30 ngày 25/8/2025.,Llama 3.1 8B,Tôi không tìm thấy thông tin về thời gian chỉnh sửa đăng ký học phần đợt 1 HKI 2025-2026 trong các văn bản tham khảo.,0.75,5180,1,"AI không cung cấp thời gian đúng như Ground Truth mà cho rằng không tìm thấy thông tin, nên trả lời hoàn toàn sai."
28,Thời gian chỉnh sửa đăng ký học phần đợt 1 HKI 2025-2026?,Từ 09h00 ngày 19/8/2025 đến 07h30 ngày 25/8/2025.,Llama 3.3 70B,Thời gian chỉnh sửa đăng ký học phần đợt 1 HKI 2025-2026 là từ 09h00 ngày 19/8/2025 đến 07h30 ngày 25/8/2025.,3.87,5180,10,"Câu trả lời của AI hoàn toàn trùng khớp với Ground Truth, truyền đạt đúng thời gian chỉnh sửa đăng ký học phần."
28,Thời gian chỉnh sửa đăng ký học phần đợt 1 HKI 2025-2026?,Từ 09h00 ngày 19/8/2025 đến 07h30 ngày 25/8/2025.,Groq Compound Mini,Thời gian chỉnh sửa đăng ký học phần **đợt 1** HKI 2025‑2026: **từ 09:00 ngày 19/8/2025 đến 07:30 ngày 25/8/2025**.,10.22,5180,10,Câu trả lời AI truyền đạt đầy đủ và chính xác thông tin thời gian như Ground Truth.
29,Hệ CLC tiếng Việt khóa 2023 học phí bao nhiêu một tín chỉ?,1.237.000 đồng/tín chỉ (Khối ngành công nghệ kỹ thuật).,Llama 3.1 8B,Tôi không tìm thấy thông tin về học phí hệ CLC tiếng Việt khóa 2023 trong các văn bản tham khảo.,0.71,4983,1,"AI không cung cấp thông tin học phí như Ground Truth, trả lời không đúng và thiếu hoàn toàn dữ liệu yêu cầu."
29,Hệ CLC tiếng Việt khóa 2023 học phí bao nhiêu một tín chỉ?,1.237.000 đồng/tín chỉ (Khối ngành công nghệ kỹ thuật).,Llama 3.3 70B,Học phí của hệ CLC tiếng Việt khóa 2023 là 1.237.000 đồng/tín chỉ.,3.74,4983,9,"AI trả lời đúng số học phí 1.237.000 đồng/tín chỉ, trùng khớp với Ground Truth; chỉ thiếu thông tin phụ (khối ngành) nhưng không ảnh hưởng tới câu trả lời chính."
29,Hệ CLC tiếng Việt khóa 2023 học phí bao nhiêu một tín chỉ?,1.237.000 đồng/tín chỉ (Khối ngành công nghệ kỹ thuật).,Groq Compound Mini,"Theo bảng học phí trong **NGUỒN #3 / NGUỒN #5** (Quyết định thu học phí năm học 2025‑2026), đối với **hệ CLC tiếng Việt, khóa 2023** mức học phí mỗi tín chỉ là:

- **Khối ngành Công nghệ kỹ thuật – Sản xuất chế biến:** **1.237.000 đồng/tín chỉ**  
- **Khối ngành Khoa học xã hội – Quản lý kinh doanh:** **1.189.000 đồng/tín chỉ**  

(Tùy theo khối ngành mà mức phí sẽ khác nhau.)",9.68,4983,9,"Câu trả lời AI đưa ra mức học phí 1.237.000 đồng/tín chỉ cho khối ngành công nghệ kỹ thuật, đúng với Ground Truth, và bổ sung thêm thông tin về khối ngành khác không sai, nên đáp án chính xác."
30,Trường hợp nào sinh viên được tạm hoãn học môn GDQP&AN?,Vì lý do sức khỏe phải dừng học thời gian dài để điều trị hoặc sinh viên nữ đang mang thai/nghỉ thai sản.,Llama 3.1 8B,"Theo văn bản, sinh viên được tạm hoãn học môn Giáo dục quốc phòng và An ninh (GDQP&AN) trong các trường hợp sau:

- Học sinh, sinh viên vì lý do sức khỏe phải dừng học trong thời gian dài để điều trị, phải có giấy xác nhận của bệnh viện nơi học sinh, sinh viên điều trị.
- Học sinh, sinh viên là nữ đang mang thai hoặc trong thời gian nghỉ chế độ thai sản theo quy định hiện hành.",0.72,5265,10,"Câu trả lời AI liệt kê đầy đủ hai trường hợp trong Ground Truth: sức khỏe cần dừng học dài hạn và sinh viên nữ mang thai/nghỉ thai sản, nội dung chính xác và chi tiết hơn."
30,Trường hợp nào sinh viên được tạm hoãn học môn GDQP&AN?,Vì lý do sức khỏe phải dừng học thời gian dài để điều trị hoặc sinh viên nữ đang mang thai/nghỉ thai sản.,Llama 3.3 70B,"Sinh viên được tạm hoãn học môn GDQP&AN trong các trường hợp sau:

- Học sinh, sinh viên vì lý do sức khỏe phải dừng học trong thời gian dài để điều trị, phải có giấy xác nhận của bệnh viện nơi học sinh, sinh viên điều trị;
- Học sinh, sinh viên là nữ đang mang thai hoặc trong thời gian nghỉ chế độ thai sản theo quy định hiện hành.",2.86,5265,10,"Câu trả lời AI liệt kê đầy đủ hai trường hợp trong Ground Truth: lý do sức khỏe kéo dài và sinh viên nữ mang thai/nghỉ thai sản, thậm chí bổ sung chi tiết về giấy xác nhận, nên nội dung hoàn toàn đúng."
30,Trường hợp nào sinh viên được tạm hoãn học môn GDQP&AN?,Vì lý do sức khỏe phải dừng học thời gian dài để điều trị hoặc sinh viên nữ đang mang thai/nghỉ thai sản.,Groq Compound Mini,"**Sinh viên được tạm hoãn học môn GDQP&AN trong các trường hợp sau (theo NGUỒN #1 và #2):**

1. **Lý do sức khỏe:** Sinh viên phải dừng học trong thời gian dài để điều trị bệnh và có giấy xác nhận của bệnh viện nơi sinh viên đang điều trị.  
2. **Mang thai / thai sản:** Sinh viên nữ đang mang thai hoặc đang trong thời gian nghỉ chế độ thai sản theo quy định hiện hành.",8.96,5265,10,"Câu trả lời AI liệt kê đầy đủ hai trường hợp trong Ground Truth: lý do sức khỏe cần dừng học dài hạn và sinh viên nữ mang thai/nghỉ thai sản, nội dung chính xác và không thiếu chi tiết quan trọng."
31,Thời gian nộp hình làm bằng tốt nghiệp cho sinh viên Sư phạm Kỹ thuật?,Từ 03/10/2025 - 15/10/2025.,Llama 3.1 8B,Thời gian nộp hình làm bằng tốt nghiệp cho sinh viên Sư phạm Kỹ thuật là từ ngày 03/10/2025 đến ngày 15/10/2025.,0.68,3566,10,"Câu trả lời AI truyền đạt đúng và đầy đủ thông tin như Ground Truth, chỉ diễn đạt lại một cách rõ ràng."
31,Thời gian nộp hình làm bằng tốt nghiệp cho sinh viên Sư phạm Kỹ thuật?,Từ 03/10/2025 - 15/10/2025.,Llama 3.3 70B,Thời gian nhận hình làm bằng tốt nghiệp cho sinh viên Sư phạm Kỹ thuật là từ ngày 03/10/2025 - 15/10/2025.,0.56,3566,10,"Câu trả lời AI cung cấp đúng thời gian (03/10/2025 - 15/10/2025) như Ground Truth, chỉ thêm lời mở đầu mà không làm sai lệch thông tin."
31,Thời gian nộp hình làm bằng tốt nghiệp cho sinh viên Sư phạm Kỹ thuật?,Từ 03/10/2025 - 15/10/2025.,Groq Compound Mini,Thời gian nộp hình cho sinh viên học chương trình Sư phạm Kỹ thuật là từ **03/10/2025 đến 15/10/2025**.,6.91,3566,10,"Câu trả lời AI truyền đạt đúng thời gian nộp hình như trong Ground Truth, không thiếu chi tiết và thông tin chính xác."
32,Tài khoản ngân hàng để đóng lệ phí tốt nghiệp là gì?,Số tài khoản: 3141757777 tại ngân hàng BIDV - chi nhánh Đông Sài Gòn.,Llama 3.1 8B,Tài khoản ngân hàng để đóng lệ phí tốt nghiệp là: 3141757777 tại ngân hàng BIDV - chi nhánh Đông Sài Gòn.,0.76,3819,10,"Câu trả lời AI hoàn toàn trùng khớp với Ground Truth, cung cấp đúng số tài khoản và ngân hàng chi nhánh."
32,Tài khoản ngân hàng để đóng lệ phí tốt nghiệp là gì?,Số tài khoản: 3141757777 tại ngân hàng BIDV - chi nhánh Đông Sài Gòn.,Llama 3.3 70B,"Tài khoản ngân hàng để đóng lệ phí tốt nghiệp là: 
- Tên tài khoản: Trường Đại học Sư phạm Kỹ thuật TP.HCM
- Số tài khoản: 3141757777 tại ngân hàng BIDV - chi nhánh Đông Sài Gòn.",1.79,3819,10,"Câu trả lời AI cung cấp đúng số tài khoản và ngân hàng như Ground Truth, thông tin bổ sung không sai và không ảnh hưởng đến độ chính xác."
32,Tài khoản ngân hàng để đóng lệ phí tốt nghiệp là gì?,Số tài khoản: 3141757777 tại ngân hàng BIDV - chi nhánh Đông Sài Gòn.,Groq Compound Mini,"Tên tài khoản: **Trường Đại học Sư phạm Kỹ thuật TP.HCM**  
Số tài khoản: **3141757777**  
Ngân hàng: **BIDV – chi nhánh Đông Sài Gòn**",6.97,3819,10,"Câu trả lời AI cung cấp đúng số tài khoản và ngân hàng, chi nhánh như Ground Truth; thông tin bổ sung không sai, nên đạt điểm tối đa."
33,Sinh viên có thể đăng ký môn học tại đâu ngoài phòng máy trường?,Tại tất cả các máy tính có nối mạng Internet trong hoặc ngoài trường.,Llama 3.1 8B,Sinh viên có thể đăng ký môn học tại tất cả các máy tính có nối mạng Internet trong hoặc ngoài trường.,0.61,4478,10,"Câu trả lời AI truyền đạt đúng nội dung của Ground Truth, chỉ diễn đạt lại một cách đầy đủ và chính xác."
33,Sinh viên có thể đăng ký môn học tại đâu ngoài phòng máy trường?,Tại tất cả các máy tính có nối mạng Internet trong hoặc ngoài trường.,Llama 3.3 70B,Sinh viên có thể đăng ký tại tất cả các máy tính có nối mạng Internet ngoài trường.,3.74,4478,6,"AI trả lời đúng phần 'các máy tính có nối mạng Internet' nhưng chỉ nhắc đến ngoài trường, bỏ qua phần trong trường, vì vậy thiếu một chi tiết quan trọng."
33,Sinh viên có thể đăng ký môn học tại đâu ngoài phòng máy trường?,Tại tất cả các máy tính có nối mạng Internet trong hoặc ngoài trường.,Groq Compound Mini,"Sinh viên có thể đăng ký môn học tại **mọi máy tính có kết nối Internet**, bất kể là trong trường hay ngoài trường. (theo NGUỒN #1)",8.97,4478,10,"Câu trả lời AI truyền đạt đúng và đầy đủ ý nghĩa của Ground Truth, nói rằng sinh viên có thể đăng ký môn học trên mọi máy tính có kết nối Internet, trong và ngoài trường."
